datestr,daten,INDPRO,FEDFUNDS,CPILFESL,UNRATE,DPCCRAM1M225NBEA,INDPRO_PCH
6/1/2004,1-Jun-04,95.6019,1.03,196.6,5.6,-0.5,-0.82441
7/1/2004,1-Jul-04,96.3385,1.26,196.8,5.5,0.9,0.77049
8/1/2004,1-Aug-04,96.4095,1.43,196.9,5.4,0.4,0.0737
9/1/2004,1-Sep-04,96.4907,1.61,197.5,5.4,0.6,0.08422
10/1/2004,1-Oct-04,97.4094,1.76,197.9,5.5,0.2,0.95211
11/1/2004,1-Nov-04,97.6137,1.93,198.3,5.4,0.2,0.20973
12/1/2004,1-Dec-04,98.3318,2.16,198.6,5.4,0.7,0.73565
1/1/2005,1-Jan-05,98.7845,2.28,199,5.3,-0.4,0.46038
2/1/2005,1-Feb-05,99.4639,2.5,199.4,5.4,0.6,0.68776
3/1/2005,1-Mar-05,99.3061,2.63,200.1,5.2,0,-0.15865
4/1/2005,1-Apr-05,99.4734,2.79,200.2,5.2,0.8,0.16847
5/1/2005,1-May-05,99.6033,3,200.5,5.1,-0.1,0.13059
6/1/2005,1-Jun-05,99.9853,3.04,200.6,5,0.9,0.38352
7/1/2005,1-Jul-05,99.6692,3.26,200.9,5,0.8,-0.31615
8/1/2005,1-Aug-05,99.9435,3.5,201.1,4.9,-0.5,0.27521
9/1/2005,1-Sep-05,98.0779,3.62,201.3,5,-0.2,-1.86665
10/1/2005,1-Oct-05,99.3149,3.78,202,5,0.3,1.26124
11/1/2005,1-Nov-05,100.3216,4,202.5,5,0.5,1.01364
12/1/2005,1-Dec-05,100.9437,4.16,202.8,4.9,0.2,0.62011
1/1/2006,1-Jan-06,101.0627,4.29,203.2,4.7,1.1,0.11789
2/1/2006,1-Feb-06,101.0669,4.49,203.6,4.8,-0.1,0.00416
3/1/2006,1-Mar-06,101.2751,4.59,204.3,4.7,0.2,0.206
4/1/2006,1-Apr-06,101.6813,4.79,204.8,4.7,0.2,0.40109
5/1/2006,1-May-06,101.579,4.94,205.4,4.6,0,-0.10061
6/1/2006,1-Jun-06,101.9693,4.99,205.9,4.6,0.1,0.38423
7/1/2006,1-Jul-06,101.9319,5.24,206.3,4.7,0.3,-0.03668
8/1/2006,1-Aug-06,102.3327,5.25,206.8,4.7,-0.1,0.3932
9/1/2006,1-Sep-06,102.1252,5.25,207.2,4.5,0.7,-0.20277
10/1/2006,1-Oct-06,102.0668,5.25,207.6,4.4,0.3,-0.05718
11/1/2006,1-Nov-06,101.9688,5.25,207.8,4.5,0.2,-0.09602
12/1/2006,1-Dec-06,103.0292,5.24,208.1,4.4,0.7,1.03993
1/1/2007,1-Jan-07,102.4933,5.25,208.6,4.6,-0.1,-0.52014
2/1/2007,1-Feb-07,103.5264,5.26,209.135,4.5,-0.1,1.00797
3/1/2007,1-Mar-07,103.7521,5.26,209.418,4.4,0.4,0.21801
4/1/2007,1-Apr-07,104.4814,5.25,209.747,4.5,-0.2,0.70293
5/1/2007,1-May-07,104.5322,5.25,210.058,4.4,0.4,0.04862
6/1/2007,1-Jun-07,104.5617,5.25,210.392,4.6,-0.1,0.02822
7/1/2007,1-Jul-07,104.5227,5.26,210.773,4.7,0.2,-0.0373
8/1/2007,1-Aug-07,104.7556,5.02,211.119,4.6,0.4,0.22282
9/1/2007,1-Sep-07,105.1611,4.94,211.554,4.7,0.1,0.38709
10/1/2007,1-Oct-07,104.7171,4.76,212.077,4.7,0.2,-0.42221
11/1/2007,1-Nov-07,105.3338,4.49,212.66,4.7,0,0.58892
12/1/2007,1-Dec-07,105.3457,4.24,213.168,5,-0.2,0.0113
1/1/2008,1-Jan-08,105.0619,3.94,213.771,5,0.1,-0.2694
2/1/2008,1-Feb-08,104.7094,2.98,213.939,4.9,-0.4,-0.33552
3/1/2008,1-Mar-08,104.4616,2.61,214.42,5.1,0,-0.23665
4/1/2008,1-Apr-08,103.6704,2.28,214.56,5,0.4,-0.75741
5/1/2008,1-May-08,103.0863,1.98,214.936,5.4,0.2,-0.56342
6/1/2008,1-Jun-08,102.8445,2,215.424,5.6,-0.1,-0.23456
7/1/2008,1-Jul-08,102.3002,2.01,215.965,5.8,-0.3,-0.52925
8/1/2008,1-Aug-08,100.7353,2,216.393,6.1,0.1,-1.52971
9/1/2008,1-Sep-08,96.3666,1.81,216.713,6.1,-0.6,-4.33681
10/1/2008,1-Oct-08,97.2832,0.97,216.788,6.5,-0.5,0.95116
11/1/2008,1-Nov-08,96.0605,0.39,216.947,6.8,-0.4,-1.25685
12/1/2008,1-Dec-08,93.2521,0.16,216.925,7.3,-0.3,-2.92357
1/1/2009,1-Jan-09,91.0373,0.15,217.346,7.8,0.4,-2.37507
2/1/2009,1-Feb-09,90.4502,0.22,217.792,8.3,-0.3,-0.6449
3/1/2009,1-Mar-09,89.016,0.18,218.253,8.7,-0.6,-1.58562
4/1/2009,1-Apr-09,88.3056,0.15,218.706,9,0,-0.79806
5/1/2009,1-May-09,87.4155,0.18,218.904,9.4,0.1,-1.00798
6/1/2009,1-Jun-09,87.0742,0.21,219.112,9.5,0,-0.39043
7/1/2009,1-Jul-09,88.0323,0.16,219.263,9.5,0.4,1.10033
8/1/2009,1-Aug-09,89.019,0.16,219.496,9.6,0.9,1.12084
9/1/2009,1-Sep-09,89.6926,0.15,219.92,9.8,-1.1,0.75669
10/1/2009,1-Oct-09,89.9797,0.12,220.501,10,0,0.32009
11/1/2009,1-Nov-09,90.3375,0.12,220.666,9.9,0.1,0.39765
12/1/2009,1-Dec-09,90.6132,0.12,220.881,9.9,0.2,0.30519
1/1/2010,1-Jan-10,91.6642,0.11,220.633,9.8,0,1.15988
2/1/2010,1-Feb-10,91.994,0.13,220.731,9.8,0.2,0.35979
3/1/2010,1-Mar-10,92.5993,0.16,220.783,9.9,0.8,0.65798
4/1/2010,1-Apr-10,92.9436,0.2,220.822,9.9,0.2,0.37182
5/1/2010,1-May-10,94.2997,0.2,220.962,9.6,0,1.45906
6/1/2010,1-Jun-10,94.4397,0.18,221.194,9.4,0.3,0.14846
7/1/2010,1-Jul-10,94.8536,0.18,221.363,9.4,0.3,0.43827
8/1/2010,1-Aug-10,95.1448,0.19,221.509,9.5,0.3,0.307
9/1/2010,1-Sep-10,95.3637,0.19,221.711,9.5,0.1,0.23007
10/1/2010,1-Oct-10,95.1109,0.19,221.83,9.4,0.3,-0.26509
11/1/2010,1-Nov-10,95.1383,0.19,222.149,9.8,0.2,0.02881
12/1/2010,1-Dec-10,96.0599,0.18,222.343,9.3,0,0.9687
1/1/2011,1-Jan-11,95.9364,0.17,222.803,9.1,0.3,-0.12857
2/1/2011,1-Feb-11,95.5154,0.16,223.213,9,0.3,-0.43883
3/1/2011,1-Mar-11,96.4643,0.14,223.454,9,0.4,0.99345
4/1/2011,1-Apr-11,96.1187,0.1,223.727,9.1,0,-0.35827
5/1/2011,1-May-11,96.3377,0.09,224.175,9,0,0.22784
6/1/2011,1-Jun-11,96.6154,0.09,224.697,9.1,0.2,0.28826
7/1/2011,1-Jul-11,97.1292,0.07,225.218,9,0.1,0.5318
8/1/2011,1-Aug-11,97.6731,0.1,225.862,9,0.1,0.55998
9/1/2011,1-Sep-11,97.6494,0.08,226.118,9,0.3,-0.02426
10/1/2011,1-Oct-11,98.3222,0.07,226.506,8.8,0.1,0.689
11/1/2011,1-Nov-11,98.2433,0.08,226.899,8.6,-0.1,-0.08025
12/1/2011,1-Dec-11,98.7876,0.07,227.405,8.5,0.2,0.55403
1/1/2012,1-Jan-12,99.3925,0.08,227.877,8.3,0.7,0.61232
2/1/2012,1-Feb-12,99.6203,0.1,228.034,8.3,0.5,0.22919
3/1/2012,1-Mar-12,99.1551,0.13,228.478,8.2,0,-0.46697
4/1/2012,1-Apr-12,99.9006,0.14,228.905,8.2,-0.1,0.75185
5/1/2012,1-May-12,100.0924,0.16,229.224,8.2,-0.1,0.19199
6/1/2012,1-Jun-12,100.0728,0.16,229.623,8.2,-0.1,-0.01958
7/1/2012,1-Jul-12,100.3354,0.16,229.97,8.2,0.2,0.26241
8/1/2012,1-Aug-12,99.856,0.13,230.233,8.1,0,-0.4778
9/1/2012,1-Sep-12,99.9049,0.14,230.659,7.8,0.4,0.04897
10/1/2012,1-Oct-12,100.1167,0.16,231.024,7.8,0,0.212
11/1/2012,1-Nov-12,100.5991,0.16,231.33,7.7,0.5,0.48184
12/1/2012,1-Dec-12,100.9542,0.16,231.725,7.9,0.2,0.35299
1/1/2013,1-Jan-13,100.8204,0.14,232.229,8,0.2,-0.13254
2/1/2013,1-Feb-13,101.3995,0.15,232.569,7.7,-0.1,0.57439
3/1/2013,1-Mar-13,101.8114,0.14,232.794,7.5,-0.1,0.40622
4/1/2013,1-Apr-13,101.6364,0.15,232.832,7.6,0,-0.17189
5/1/2013,1-May-13,101.7476,0.11,232.996,7.5,0.3,0.10941
6/1/2013,1-Jun-13,101.9549,0.09,233.35,7.5,0,0.20374
7/1/2013,1-Jul-13,101.5204,0.09,233.88,7.3,0.2,-0.42617
8/1/2013,1-Aug-13,102.1907,0.08,234.336,7.2,0.2,0.66026
9/1/2013,1-Sep-13,102.717,0.08,234.7,7.2,0.2,0.51502
10/1/2013,1-Oct-13,102.5371,0.09,234.921,7.2,0.3,-0.17514
11/1/2013,1-Nov-13,102.8379,0.08,235.359,6.9,0.3,0.29336
12/1/2013,1-Dec-13,103.1504,0.09,235.759,6.7,0.1,0.30388
1/1/2014,1-Jan-14,102.7216,0.07,235.961,6.6,-0.5,-0.4157
2/1/2014,1-Feb-14,103.5917,0.07,236.185,6.7,0.7,0.84705
3/1/2014,1-Mar-14,104.5889,0.08,236.625,6.7,0.6,0.96263
4/1/2014,1-Apr-14,104.6371,0.09,237.072,6.2,0.4,0.04609
5/1/2014,1-May-14,105.0152,0.09,237.529,6.3,0.4,0.36134
6/1/2014,1-Jun-14,105.4081,0.1,237.837,6.1,0.5,0.37414
7/1/2014,1-Jul-14,105.6157,0.09,238.195,6.2,0.3,0.19695
8/1/2014,1-Aug-14,105.4986,0.09,238.405,6.1,0.7,-0.11087
9/1/2014,1-Sep-14,105.8138,0.09,238.786,5.9,0.1,0.29877
10/1/2014,1-Oct-14,105.8357,0.09,239.191,5.7,0.5,0.0207
11/1/2014,1-Nov-14,106.6634,0.09,239.458,5.8,0.2,0.78206
12/1/2014,1-Dec-14,106.5085,0.12,239.584,5.6,0.5,-0.14522
1/1/2015,1-Jan-15,105.9806,0.11,239.811,5.7,0.1,-0.49564
2/1/2015,1-Feb-15,105.4425,0.11,240.172,5.5,0.1,-0.50773
3/1/2015,1-Mar-15,105.1464,0.11,240.755,5.4,0.5,-0.28082
4/1/2015,1-Apr-15,104.5272,0.12,241.346,5.4,0.4,-0.58889
5/1/2015,1-May-15,104.0742,0.12,241.688,5.6,0.4,-0.43338
6/1/2015,1-Jun-15,103.7174,0.13,242.064,5.3,0.1,-0.34283
7/1/2015,1-Jul-15,104.3243,0.13,242.565,5.2,0.4,0.58515
8/1/2015,1-Aug-15,104.1621,0.14,242.817,5.1,0.2,-0.15548
9/1/2015,1-Sep-15,103.7768,0.14,243.316,5,0.1,-0.3699
10/1/2015,1-Oct-15,103.3976,0.12,243.768,5,0.2,-0.3654
11/1/2015,1-Nov-15,102.6866,0.12,244.241,5.1,0.3,-0.68764
12/1/2015,1-Dec-15,102.1014,0.24,244.547,5,0.4,-0.56989
1/1/2016,1-Jan-16,102.9525,0.34,245.075,4.9,0.1,0.83358
2/1/2016,1-Feb-16,102.2225,0.38,245.644,4.9,0.6,-0.70906
3/1/2016,1-Mar-16,101.4155,0.36,245.964,5,-0.1,-0.78945
4/1/2016,1-Apr-16,101.5167,0.37,246.467,5,0.2,0.09979
5/1/2016,1-May-16,101.4298,0.37,247.036,4.8,0.2,-0.0856
6/1/2016,1-Jun-16,101.8747,0.38,247.435,4.9,0.4,0.43863
7/1/2016,1-Jul-16,102.1325,0.39,247.791,4.8,0.1,0.25306
8/1/2016,1-Aug-16,102.0407,0.4,248.371,4.9,0.1,-0.08988
9/1/2016,1-Sep-16,102.0477,0.4,248.709,5,0.5,0.00686
10/1/2016,1-Oct-16,102.2485,0.4,249.068,4.9,0.2,0.19677
11/1/2016,1-Nov-16,102.0507,0.41,249.502,4.7,0.2,-0.19345
12/1/2016,1-Dec-16,102.9281,0.54,249.959,4.7,0.3,0.85977
1/1/2017,1-Jan-17,103.0366,0.65,250.519,4.7,0.4,0.10541
2/1/2017,1-Feb-17,102.6479,0.66,250.987,4.6,-0.1,-0.37724
3/1/2017,1-Mar-17,103.343,0.79,250.894,4.4,0.4,0.67717
4/1/2017,1-Apr-17,104.2721,0.9,251.129,4.4,0.1,0.89904
5/1/2017,1-May-17,104.4129,0.91,251.372,4.4,0.1,0.13503
6/1/2017,1-Jun-17,104.5849,1.04,251.714,4.3,0.3,0.16473
7/1/2017,1-Jul-17,104.5427,1.15,252.009,4.3,0.2,-0.04035
8/1/2017,1-Aug-17,104.0475,1.16,252.562,4.4,0.1,-0.47368
9/1/2017,1-Sep-17,104.0502,1.15,252.888,4.2,0.6,0.00259
10/1/2017,1-Oct-17,105.6287,1.15,253.534,4.1,0.2,1.51706
11/1/2017,1-Nov-17,106.193,1.16,253.855,4.2,0.5,0.53423
12/1/2017,1-Dec-17,106.536,1.3,254.38,4.1,0.2,0.323
1/1/2018,1-Jan-18,106.2655,1.41,255.106,4.1,0,-0.2539
2/1/2018,1-Feb-18,106.6419,1.42,255.57,4.1,0.2,0.35421
3/1/2018,1-Mar-18,107.2519,1.51,256.075,4,0.1,0.57201
4/1/2018,1-Apr-18,108.2223,1.69,256.487,4,0.4,0.90479
5/1/2018,1-May-18,107.3639,1.7,257.057,3.8,0.5,-0.79318
6/1/2018,1-Jun-18,108.1707,1.82,257.422,4,0.3,0.75146
7/1/2018,1-Jul-18,108.652,1.91,257.902,3.8,0.4,0.44494
8/1/2018,1-Aug-18,109.5246,1.91,258.065,3.8,0.3,0.80311
9/1/2018,1-Sep-18,109.6749,1.95,258.606,3.7,0,0.13723
10/1/2018,1-Oct-18,109.9165,2.19,258.993,3.8,0.3,0.22029
11/1/2018,1-Nov-18,110.5067,2.2,259.488,3.7,0.2,0.53695
12/1/2018,1-Dec-18,110.5516,2.27,259.986,3.9,-0.7,0.04063
1/1/2019,1-Jan-19,110.1185,2.4,260.566,4,0.6,-0.39176
2/1/2019,1-Feb-19,109.5631,2.4,260.898,3.8,0,-0.50437
3/1/2019,1-Mar-19,109.6811,2.41,261.317,3.8,0.8,0.1077
4/1/2019,1-Apr-19,108.9888,2.42,261.835,3.6,0.2,-0.63119
5/1/2019,1-May-19,109.2264,2.39,262.199,3.6,0.4,0.218
6/1/2019,1-Jun-19,109.2774,2.38,262.925,3.7,0.2,0.04669
7/1/2019,1-Jul-19,109.0852,2.4,263.587,3.7,0.2,-0.17588
8/1/2019,1-Aug-19,109.8543,2.13,264.18,3.7,0.2,0.70505
9/1/2019,1-Sep-19,109.4725,2.04,264.682,3.5,0.3,-0.34755
10/1/2019,1-Oct-19,109.027,1.83,264.987,3.6,0.1,-0.40695
11/1/2019,1-Nov-19,110.0388,1.55,265.501,3.5,0.3,0.92803
12/1/2019,1-Dec-19,109.6527,1.55,265.832,3.5,0.2,-0.35088
1/1/2020,1-Jan-20,109.1845,1.55,266.476,3.6,0.4,-0.42698
2/1/2020,1-Feb-20,109.3246,1.58,267.07,3.5,-0.2,0.12831
3/1/2020,1-Mar-20,104.464,0.65,266.795,4.4,-8.6,-4.44603
4/1/2020,1-Apr-20,91.1991,0.05,265.601,14.7,-12.3,-12.69806
5/1/2020,1-May-20,92.4534,0.05,265.441,13.3,8.7,1.37534
